ID;dive;replicate;Dia;Mes;Ano;Comunidad;Sitio;Latitud;Longitud;Habitat;Zonificacion;TipoProteccion;ANP;BuzoMonitor;HoraInicial;HoraFinal;ProfundidadFinal;Temperatura;Visibilidad;Corriente;Transecto;Genero;Especie;GeneroEspecie;Sexo;Abundancia;Clase;FM
La Guina 03/11/2013 Gonzalez, Marco Antonio 1 4;1;4;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Gonzalez, Marco Antonio;NA;NA;NA;NA;NA;NA;10;Tripneustes;depressus;Tripneustes depressus;NA;1;invert;NA
La Guina 03/11/2013 Gonzalez, Marco Antonio 1 4;1;4;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Gonzalez, Marco Antonio;NA;NA;NA;NA;NA;NA;10;Pinctada;mazatlanica;Pinctada mazatlanica;NA;2;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 1;1;1;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;11;Pentaceraster;cumingi;Pentaceraster cumingi;NA;11;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 1;1;1;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;11;Phataria;unifascialis;Phataria unifascialis;NA;5;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 1;1;1;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;11;Gorgoniidae;spp;Gorgoniidae spp;NA;2;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 1;1;1;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;11;Pinctada;mazatlanica;Pinctada mazatlanica;NA;3;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 1;1;1;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;11;Pentaceraster;cumingi;Pentaceraster cumingi;NA;4;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 1;1;1;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;11;Tripneustes;depressus;Tripneustes depressus;NA;1;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 1;1;1;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;11;Pinctada;mazatlanica;Pinctada mazatlanica;NA;1;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 1;1;1;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;11;Pentaceraster;cumingi;Pentaceraster cumingi;NA;17;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 1;1;1;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;11;Phataria;unifascialis;Phataria unifascialis;NA;1;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 1;1;1;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;11;Gorgoniidae;spp;Gorgoniidae spp;NA;2;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 1;1;1;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;11;Tripneustes;depressus;Tripneustes depressus;NA;3;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 1;1;1;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;11;Pinctada;mazatlanica;Pinctada mazatlanica;NA;3;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 3;1;3;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;13;Pentaceraster;cumingi;Pentaceraster cumingi;NA;5;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 3;1;3;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;13;Eucidaris;thouarsii;Eucidaris thouarsii;NA;3;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 3;1;3;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;13;Pinctada;mazatlanica;Pinctada mazatlanica;NA;5;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 3;1;3;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;13;Pentaceraster;cumingi;Pentaceraster cumingi;NA;8;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 3;1;3;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;13;Phataria;unifascialis;Phataria unifascialis;NA;5;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 3;1;3;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;13;Pinctada;mazatlanica;Pinctada mazatlanica;NA;9;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 3;1;3;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;13;Pentaceraster;cumingi;Pentaceraster cumingi;NA;1;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 3;1;3;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;13;Tripneustes;depressus;Tripneustes depressus;NA;1;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 3;1;3;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;13;Pinctada;mazatlanica;Pinctada mazatlanica;NA;1;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;12;Pentaceraster;cumingi;Pentaceraster cumingi;NA;7;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;12;Phataria;unifascialis;Phataria unifascialis;NA;4;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;12;Gorgoniidae;spp;Gorgoniidae spp;NA;6;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;12;Pinctada;mazatlanica;Pinctada mazatlanica;NA;4;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;12;Pentaceraster;cumingi;Pentaceraster cumingi;NA;1;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;12;Gorgoniidae;spp;Gorgoniidae spp;NA;2;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;12;Eucidaris;thouarsii;Eucidaris thouarsii;NA;1;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;12;Tripneustes;depressus;Tripneustes depressus;NA;1;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;12;Isostichopus;fuscus;Isostichopus fuscus;NA;2;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;12;Pinctada;mazatlanica;Pinctada mazatlanica;NA;12;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;12;Pentaceraster;cumingi;Pentaceraster cumingi;NA;1;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;12;Phataria;unifascialis;Phataria unifascialis;NA;1;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;12;Gorgoniidae;spp;Gorgoniidae spp;NA;17;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;12;Eucidaris;thouarsii;Eucidaris thouarsii;NA;3;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;12;Tripneustes;depressus;Tripneustes depressus;NA;2;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;12;Isostichopus;fuscus;Isostichopus fuscus;NA;17;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;12;Muricanthus;princeps;Muricanthus princeps;NA;2;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;12;Pinctada;mazatlanica;Pinctada mazatlanica;NA;6;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 4;1;4;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;14;Pentaceraster;cumingi;Pentaceraster cumingi;NA;3;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 4;1;4;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;14;Phataria;unifascialis;Phataria unifascialis;NA;17;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 4;1;4;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;14;Gorgoniidae;spp;Gorgoniidae spp;NA;4;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 4;1;4;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;14;Eucidaris;thouarsii;Eucidaris thouarsii;NA;1;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 4;1;4;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;14;Pinctada;mazatlanica;Pinctada mazatlanica;NA;5;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 4;1;4;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;14;Pentaceraster;cumingi;Pentaceraster cumingi;NA;7;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 4;1;4;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;14;Phataria;unifascialis;Phataria unifascialis;NA;3;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 4;1;4;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;14;Gorgoniidae;spp;Gorgoniidae spp;NA;4;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 4;1;4;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;14;Eucidaris;thouarsii;Eucidaris thouarsii;NA;4;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 4;1;4;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;14;Isostichopus;fuscus;Isostichopus fuscus;NA;1;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 4;1;4;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;14;Pinctada;mazatlanica;Pinctada mazatlanica;NA;4;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 4;1;4;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;14;Pentaceraster;cumingi;Pentaceraster cumingi;NA;10;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 4;1;4;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;14;Tripneustes;depressus;Tripneustes depressus;NA;1;invert;NA
La Guina 03/11/2013 Medina, Jaime 1 4;1;4;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Medina, Jaime;NA;NA;NA;NA;NA;NA;14;Isostichopus;fuscus;Isostichopus fuscus;NA;1;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 1;1;1;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;1;Nidorellia;armata;Nidorellia armata;NA;1;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 1;1;1;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;1;Pentaceraster;cumingi;Pentaceraster cumingi;NA;18;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 1;1;1;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;1;Toxopneustes;roseus;Toxopneustes roseus;NA;1;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 1;1;1;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;1;Isostichopus;fuscus;Isostichopus fuscus;NA;1;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 1;1;1;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;1;Hyotissa;hyotis;Hyotissa hyotis;NA;4;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 1;1;1;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;1;Nidorellia;armata;Nidorellia armata;NA;1;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 1;1;1;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;1;Pentaceraster;cumingi;Pentaceraster cumingi;NA;7;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 1;1;1;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;1;Isostichopus;fuscus;Isostichopus fuscus;NA;1;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 1;1;1;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;1;Hyotissa;hyotis;Hyotissa hyotis;NA;3;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 1;1;1;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;1;Nidorellia;armata;Nidorellia armata;NA;7;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 1;1;1;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;1;Pentaceraster;cumingi;Pentaceraster cumingi;NA;6;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 1;1;1;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;1;Phataria;unifascialis;Phataria unifascialis;NA;1;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 1;1;1;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;1;Gorgoniidae;spp;Gorgoniidae spp;NA;1;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 1;1;1;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;1;Isostichopus;fuscus;Isostichopus fuscus;NA;3;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 1;1;1;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;1;Hyotissa;hyotis;Hyotissa hyotis;NA;1;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;2;Nidorellia;armata;Nidorellia armata;NA;1;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;2;Pentaceraster;cumingi;Pentaceraster cumingi;NA;6;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;2;Toxopneustes;roseus;Toxopneustes roseus;NA;1;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;2;Isostichopus;fuscus;Isostichopus fuscus;NA;1;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;2;Hyotissa;hyotis;Hyotissa hyotis;NA;2;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;2;Pentaceraster;cumingi;Pentaceraster cumingi;NA;2;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;2;Eucidaris;thouarsii;Eucidaris thouarsii;NA;1;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;2;Toxopneustes;roseus;Toxopneustes roseus;NA;4;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;2;Isostichopus;fuscus;Isostichopus fuscus;NA;1;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;2;Atrina;spp;Atrina spp;NA;2;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;2;Hyotissa;hyotis;Hyotissa hyotis;NA;1;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;2;Nidorellia;armata;Nidorellia armata;NA;3;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;2;Pentaceraster;cumingi;Pentaceraster cumingi;NA;3;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;2;Antipathes;galapagensis;Antipathes galapagensis;NA;1;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;2;Toxopneustes;roseus;Toxopneustes roseus;NA;1;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 2;1;2;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;2;Hyotissa;hyotis;Hyotissa hyotis;NA;2;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 3;1;3;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;3;Nidorellia;armata;Nidorellia armata;NA;3;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 3;1;3;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;3;Pentaceraster;cumingi;Pentaceraster cumingi;NA;27;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 3;1;3;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;3;Antipathes;galapagensis;Antipathes galapagensis;NA;1;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 3;1;3;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;3;Toxopneustes;roseus;Toxopneustes roseus;NA;1;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 3;1;3;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;3;Otros;pepinos;Otros pepinos;NA;1;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 3;1;3;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;3;Pentaceraster;cumingi;Pentaceraster cumingi;NA;12;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 3;1;3;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;3;Gorgoniidae;spp;Gorgoniidae spp;NA;3;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 3;1;3;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;3;Toxopneustes;roseus;Toxopneustes roseus;NA;2;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 3;1;3;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;3;Nidorellia;armata;Nidorellia armata;NA;2;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 3;1;3;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;3;Pentaceraster;cumingi;Pentaceraster cumingi;NA;10;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 3;1;3;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;3;Gorgoniidae;spp;Gorgoniidae spp;NA;1;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 3;1;3;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;3;Toxopneustes;roseus;Toxopneustes roseus;NA;1;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 3;1;3;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;3;Otros;pepinos;Otros pepinos;NA;1;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 4;1;4;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;4;Pentaceraster;cumingi;Pentaceraster cumingi;NA;1;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 4;1;4;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;4;Gorgoniidae;spp;Gorgoniidae spp;NA;19;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 4;1;4;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;4;Toxopneustes;roseus;Toxopneustes roseus;NA;3;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 4;1;4;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;4;Pinctada;mazatlanica;Pinctada mazatlanica;NA;1;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 4;1;4;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;4;Nidorellia;armata;Nidorellia armata;NA;1;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 4;1;4;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;4;Pentaceraster;cumingi;Pentaceraster cumingi;NA;6;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 4;1;4;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;4;Hyotissa;hyotis;Hyotissa hyotis;NA;3;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 4;1;4;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;4;Nidorellia;armata;Nidorellia armata;NA;3;invert;NA
La Guina 03/11/2013 Caamal, Jacobo 1 4;1;4;3;11;2013;NA;La Guina;NA;NA;NA;NA;NA;NA;Caamal, Jacobo;NA;NA;NA;NA;NA;NA;4;Pentaceraster;cumingi;Pentaceraster cumingi;NA;6;invert;NA
